id,title,genre,platform,score,release_date,monthly_clicks,description
game_0944,Super Adventure Obby,Military,Mobile,0.605,2025-08-11,1769,"Super Adventure Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0945,Mystic Adventure Obby,Scary,PC,0.668,2023-05-21,3106,Mystic Adventure Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_0946,Neon Adventure Obby,Simulation,PC,0.833,2024-11-02,5841,"Neon Adventure Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0947,Cyber Adventure Obby,Adventure,PC,0.921,2020-08-14,453,"Cyber Adventure Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0948,Dark Adventure Obby,Horror,PC,0.652,2022-03-28,193,Dark Adventure Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0949,Royal Adventure Obby,Strategy,PC,0.573,2022-08-31,1769,Royal Adventure Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_0950,Cosmic Adventure Obby,FPS,PC,0.871,2021-03-12,908,Cosmic Adventure Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0951,Tiny Adventure Obby,RPG,Mobile,0.754,2022-02-28,1266,"Tiny Adventure Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0952,Giant Adventure Obby,Fighting,PC,0.964,2022-12-29,9205,"Giant Adventure Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0953,Savage Adventure Obby,Racing,Mobile,0.694,2023-06-24,111,Savage Adventure Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0954,Frozen Adventure Obby,Sports,PC,0.748,2022-02-23,45,"Frozen Adventure Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0955,Burning Adventure Obby,Tycoon,Mobile,0.774,2024-05-07,126,Burning Adventure Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0956,Golden Adventure Obby,Obby,Mobile,0.595,2020-08-23,146,Golden Adventure Obby is a platforming obstacle course testing precision and patience on Roblox.
game_0957,Shadow Adventure Obby,Social,PC,0.565,2024-05-15,374,"Shadow Adventure Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0958,Turbo Adventure Obby,Sandbox,Mobile,0.959,2024-02-07,54,Turbo Adventure Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_0959,Hyper Adventure Obby,Puzzle,Mobile,0.712,2025-01-28,2098,Hyper Adventure Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0960,Pixel Adventure Obby,Survival,Xbox,0.935,2024-06-18,8629,"Pixel Adventure Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0961,Mega Empire Obby,Tower Defense,Mobile,0.825,2025-09-07,307,Mega Empire Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_0962,Ultra Empire Obby,Anime,PlayStation,0.661,2022-11-28,375,"Ultra Empire Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0963,Epic Empire Obby,Mystery,Xbox,0.693,2022-03-06,571,Epic Empire Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0964,Super Empire Obby,Comedy,PC,0.58,2021-08-05,6006,Super Empire Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0965,Mystic Empire Obby,Military,PlayStation,0.597,2021-01-06,283,"Mystic Empire Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0966,Neon Empire Obby,Scary,Mobile,0.942,2025-05-05,672,Neon Empire Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_0967,Cyber Empire Obby,Simulation,Mobile,0.558,2021-07-14,1424,"Cyber Empire Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0968,Dark Empire Obby,Adventure,Mobile,0.851,2024-11-01,136,"Dark Empire Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0969,Royal Empire Obby,Horror,Xbox,0.756,2021-01-12,1673,Royal Empire Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0970,Cosmic Empire Obby,Strategy,PC,0.782,2025-09-30,30648,Cosmic Empire Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_0971,Tiny Empire Obby,FPS,PC,0.693,2022-07-05,978,Tiny Empire Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0972,Giant Empire Obby,RPG,PC,0.585,2022-09-21,2071,"Giant Empire Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0973,Savage Empire Obby,Fighting,PC,0.788,2024-07-21,8751,"Savage Empire Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0974,Frozen Empire Obby,Racing,PlayStation,0.935,2022-02-28,2057,Frozen Empire Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0975,Burning Empire Obby,Sports,Mobile,0.866,2021-08-16,719,"Burning Empire Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0976,Golden Empire Obby,Tycoon,PC,0.76,2023-11-11,54,Golden Empire Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0977,Shadow Empire Obby,Obby,PC,0.966,2021-06-30,1287,Shadow Empire Obby is a platforming obstacle course testing precision and patience on Roblox.
game_0978,Turbo Empire Obby,Social,PC,0.724,2026-01-20,563,"Turbo Empire Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0979,Hyper Empire Obby,Sandbox,PC,0.869,2024-11-11,2658,Hyper Empire Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_0980,Pixel Empire Obby,Puzzle,PC,0.654,2026-01-08,1063,Pixel Empire Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0981,Mega Legends Obby,Survival,Mobile,0.902,2025-10-26,63,"Mega Legends Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0982,Ultra Legends Obby,Tower Defense,PC,0.577,2024-01-23,1054,Ultra Legends Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_0983,Epic Legends Obby,Anime,PC,0.689,2022-01-10,72,"Epic Legends Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0984,Super Legends Obby,Mystery,PlayStation,0.879,2024-02-22,1396,Super Legends Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0985,Mystic Legends Obby,Comedy,Mobile,0.876,2024-12-13,656,Mystic Legends Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0986,Neon Legends Obby,Military,PC,0.948,2023-10-21,715,"Neon Legends Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0987,Cyber Legends Obby,Scary,PC,0.928,2026-05-11,4394,Cyber Legends Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_0988,Dark Legends Obby,Simulation,PC,0.729,2023-05-09,4432,"Dark Legends Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0989,Royal Legends Obby,Adventure,Xbox,0.612,2024-03-22,12479,"Royal Legends Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0990,Cosmic Legends Obby,Horror,PC,0.813,2024-07-30,917,Cosmic Legends Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0991,Tiny Legends Obby,Strategy,PC,0.82,2025-07-19,189,Tiny Legends Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_0992,Giant Legends Obby,FPS,Xbox,0.816,2025-06-18,481,Giant Legends Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0993,Savage Legends Obby,RPG,Xbox,0.669,2024-03-14,843,"Savage Legends Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0994,Frozen Legends Obby,Fighting,PC,0.764,2021-03-19,14568,"Frozen Legends Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0995,Burning Legends Obby,Racing,PC,0.694,2023-09-19,684,Burning Legends Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0996,Golden Legends Obby,Sports,Xbox,0.86,2023-11-24,1046,"Golden Legends Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0997,Shadow Legends Obby,Tycoon,Mobile,0.649,2022-11-18,604,Shadow Legends Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0998,Turbo Legends Obby,Obby,PC,0.924,2021-11-28,411,Turbo Legends Obby is a platforming obstacle course testing precision and patience on Roblox.
game_0999,Hyper Legends Obby,Social,PC,0.573,2021-02-06,257,"Hyper Legends Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_1000,Pixel Legends Obby,Sandbox,PC,0.717,2024-07-15,149,Pixel Legends Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_1001,Mega Arena Obby,Puzzle,PC,0.637,2023-07-06,5651,Mega Arena Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_1002,Ultra Arena Obby,Survival,PC,0.598,2025-01-01,1921,"Ultra Arena Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_1003,Epic Arena Obby,Tower Defense,Mobile,0.931,2024-01-26,429,Epic Arena Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_1004,Super Arena Obby,Anime,Mobile,0.799,2024-08-17,9852,"Super Arena Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_1005,Mystic Arena Obby,Mystery,Mobile,0.76,2020-09-06,310,Mystic Arena Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_1006,Neon Arena Obby,Comedy,PlayStation,0.556,2023-05-28,5125,Neon Arena Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_1007,Cyber Arena Obby,Military,PC,0.799,2021-08-31,4271,"Cyber Arena Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_1008,Dark Arena Obby,Scary,Xbox,0.73,2026-06-24,1474,Dark Arena Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_1009,Royal Arena Obby,Simulation,PC,0.756,2022-02-10,1118,"Royal Arena Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_1010,Cosmic Arena Obby,Adventure,Xbox,0.586,2023-11-02,5489,"Cosmic Arena Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_1011,Tiny Arena Obby,Horror,Mobile,0.607,2024-02-03,2679,Tiny Arena Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_1012,Giant Arena Obby,Strategy,PC,0.838,2021-02-25,1712,Giant Arena Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_1013,Savage Arena Obby,FPS,PC,0.97,2026-04-06,845,Savage Arena Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_1014,Frozen Arena Obby,RPG,Mobile,0.89,2024-06-17,38,"Frozen Arena Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_1015,Burning Arena Obby,Fighting,PC,0.715,2025-09-28,839,"Burning Arena Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_1016,Golden Arena Obby,Racing,Mobile,0.85,2023-07-05,1237,Golden Arena Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_1017,Shadow Arena Obby,Sports,Mobile,0.817,2025-08-17,1422,"Shadow Arena Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_1018,Turbo Arena Obby,Tycoon,PC,0.932,2022-06-15,12644,Turbo Arena Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_1019,Hyper Arena Obby,Obby,PC,0.708,2022-06-08,416,Hyper Arena Obby is a platforming obstacle course testing precision and patience on Roblox.
game_1020,Pixel Arena Obby,Social,Mobile,0.61,2024-03-28,3945,"Pixel Arena Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_1021,Mega Battle Obby,Sandbox,PC,0.874,2024-03-07,1495,Mega Battle Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_1022,Ultra Battle Obby,Puzzle,Xbox,0.842,2020-11-20,8,Ultra Battle Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_1023,Epic Battle Obby,Survival,PC,0.766,2021-01-30,175,"Epic Battle Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_1024,Super Battle Obby,Tower Defense,Xbox,0.744,2023-04-04,920,Super Battle Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_1025,Mystic Battle Obby,Anime,PC,0.631,2025-10-19,5170,"Mystic Battle Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_1026,Neon Battle Obby,Mystery,Xbox,0.674,2024-07-12,170,Neon Battle Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_1027,Cyber Battle Obby,Comedy,PlayStation,0.763,2024-11-15,249,Cyber Battle Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_1028,Dark Battle Obby,Military,Xbox,0.729,2023-04-01,1277,"Dark Battle Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_1029,Royal Battle Obby,Scary,Mobile,0.741,2021-10-28,10430,Royal Battle Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_1030,Cosmic Battle Obby,Simulation,Mobile,0.909,2023-12-06,595,"Cosmic Battle Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_1031,Tiny Battle Obby,Adventure,Mobile,0.759,2022-11-16,376,"Tiny Battle Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_1032,Giant Battle Obby,Horror,Mobile,0.681,2021-05-26,1317,Giant Battle Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_1033,Savage Battle Obby,Strategy,PC,0.648,2023-08-15,2860,Savage Battle Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_1034,Frozen Battle Obby,FPS,PC,0.702,2024-11-14,25,Frozen Battle Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_1035,Burning Battle Obby,RPG,PC,0.911,2024-07-26,2473,"Burning Battle Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_1036,Golden Battle Obby,Fighting,Mobile,0.6,2023-11-13,1880,"Golden Battle Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_1037,Shadow Battle Obby,Racing,PlayStation,0.629,2022-05-22,1581,Shadow Battle Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_1038,Turbo Battle Obby,Sports,Mobile,0.614,2022-09-05,169,"Turbo Battle Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_1039,Hyper Battle Obby,Tycoon,PC,0.754,2023-03-22,1418,Hyper Battle Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_1040,Pixel Battle Obby,Obby,PC,0.696,2021-07-30,1390,Pixel Battle Obby is a platforming obstacle course testing precision and patience on Roblox.
game_1041,Mega Escape Obby,Social,PC,0.682,2025-03-23,1032,"Mega Escape Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_1042,Ultra Escape Obby,Sandbox,PC,0.69,2025-07-01,5936,Ultra Escape Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_1043,Epic Escape Obby,Puzzle,Mobile,0.634,2023-06-02,187,Epic Escape Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_1044,Super Escape Obby,Survival,PC,0.97,2025-07-22,21379,"Super Escape Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_1045,Mystic Escape Obby,Tower Defense,PC,0.956,2020-10-18,1026,Mystic Escape Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_1046,Neon Escape Obby,Anime,Xbox,0.709,2021-09-27,700,"Neon Escape Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_1047,Cyber Escape Obby,Mystery,PC,0.926,2021-07-15,440,Cyber Escape Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_1048,Dark Escape Obby,Comedy,PC,0.896,2021-11-15,3378,Dark Escape Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_1049,Royal Escape Obby,Military,PC,0.909,2024-12-20,145,"Royal Escape Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_1050,Cosmic Escape Obby,Scary,Mobile,0.974,2020-08-23,269,Cosmic Escape Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_1051,Tiny Escape Obby,Simulation,PC,0.728,2023-06-21,161,"Tiny Escape Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_1052,Giant Escape Obby,Adventure,Mobile,0.636,2024-12-31,11589,"Giant Escape Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_1053,Savage Escape Obby,Horror,Xbox,0.909,2023-02-24,352,Savage Escape Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_1054,Frozen Escape Obby,Strategy,PC,0.89,2026-03-27,1485,Frozen Escape Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_1055,Burning Escape Obby,FPS,PC,0.603,2021-03-27,238,Burning Escape Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_1056,Golden Escape Obby,RPG,Mobile,0.562,2023-10-16,539,"Golden Escape Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_1057,Shadow Escape Obby,Fighting,Xbox,0.8,2022-06-24,572,"Shadow Escape Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_1058,Turbo Escape Obby,Racing,Mobile,0.969,2021-03-13,16611,Turbo Escape Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_1059,Hyper Escape Obby,Sports,Xbox,0.913,2026-05-04,297,"Hyper Escape Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_1060,Pixel Escape Obby,Tycoon,PC,0.704,2025-01-06,184,Pixel Escape Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_1061,Mega Factory Obby,Obby,PC,0.571,2022-07-17,384,Mega Factory Obby is a platforming obstacle course testing precision and patience on Roblox.
game_1062,Ultra Factory Obby,Social,PC,0.88,2024-05-12,1657,"Ultra Factory Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_1063,Epic Factory Obby,Sandbox,PC,0.667,2023-02-27,2809,Epic Factory Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_1064,Super Factory Obby,Puzzle,Mobile,0.904,2022-08-04,487,Super Factory Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_1065,Mystic Factory Obby,Survival,PC,0.727,2021-02-04,1187,"Mystic Factory Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_1066,Neon Factory Obby,Tower Defense,PlayStation,0.645,2020-11-21,336,Neon Factory Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_1067,Cyber Factory Obby,Anime,PC,0.914,2020-08-21,18385,"Cyber Factory Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_1068,Dark Factory Obby,Mystery,Mobile,0.748,2021-11-08,18255,Dark Factory Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_1069,Royal Factory Obby,Comedy,PC,0.61,2022-06-20,1010,Royal Factory Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_1070,Cosmic Factory Obby,Military,PC,0.646,2025-03-16,134,"Cosmic Factory Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_1071,Tiny Factory Obby,Scary,Xbox,0.64,2025-02-16,308,Tiny Factory Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_1072,Giant Factory Obby,Simulation,PlayStation,0.583,2025-04-13,458,"Giant Factory Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_1073,Savage Factory Obby,Adventure,Xbox,0.941,2025-03-14,1140,"Savage Factory Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_1074,Frozen Factory Obby,Horror,PC,0.629,2024-04-16,2159,Frozen Factory Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_1075,Burning Factory Obby,Strategy,PC,0.886,2020-12-02,666,Burning Factory Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_1076,Golden Factory Obby,FPS,Mobile,0.777,2026-05-18,1112,Golden Factory Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_1077,Shadow Factory Obby,RPG,Mobile,0.739,2024-06-16,871,"Shadow Factory Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_1078,Turbo Factory Obby,Fighting,PlayStation,0.732,2022-04-12,282,"Turbo Factory Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_1079,Hyper Factory Obby,Racing,Mobile,0.603,2023-01-04,378,Hyper Factory Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_1080,Pixel Factory Obby,Sports,PC,0.585,2026-01-29,3900,"Pixel Factory Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_1081,Mega Island Obby,Tycoon,Mobile,0.845,2023-01-14,612,Mega Island Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_1082,Ultra Island Obby,Obby,Xbox,0.631,2021-09-26,308,Ultra Island Obby is a platforming obstacle course testing precision and patience on Roblox.
game_1083,Epic Island Obby,Social,PC,0.627,2022-05-31,6538,"Epic Island Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_1084,Super Island Obby,Sandbox,PlayStation,0.775,2021-08-15,1068,Super Island Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_1085,Mystic Island Obby,Puzzle,Mobile,0.869,2025-05-24,194,Mystic Island Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_1086,Neon Island Obby,Survival,Xbox,0.696,2024-04-20,262,"Neon Island Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_1087,Cyber Island Obby,Tower Defense,Mobile,0.879,2023-05-31,32119,Cyber Island Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_1088,Dark Island Obby,Anime,Xbox,0.703,2022-01-17,3148,"Dark Island Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_1089,Royal Island Obby,Mystery,Mobile,0.596,2021-06-08,1137,Royal Island Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_1090,Cosmic Island Obby,Comedy,PC,0.563,2025-01-09,1074,Cosmic Island Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_1091,Tiny Island Obby,Military,Mobile,0.968,2026-03-27,6678,"Tiny Island Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_1092,Giant Island Obby,Scary,PC,0.877,2025-06-15,1959,Giant Island Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_1093,Savage Island Obby,Simulation,Mobile,0.637,2021-04-23,1221,"Savage Island Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_1094,Frozen Island Obby,Adventure,Mobile,0.898,2022-09-06,1057,"Frozen Island Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_1095,Burning Island Obby,Horror,Mobile,0.74,2022-04-25,163,Burning Island Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_1096,Golden Island Obby,Strategy,PC,0.93,2023-02-19,81,Golden Island Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_1097,Shadow Island Obby,FPS,PC,0.76,2022-03-04,831,Shadow Island Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_1098,Turbo Island Obby,RPG,PC,0.755,2021-04-07,4506,"Turbo Island Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_1099,Hyper Island Obby,Fighting,Xbox,0.804,2020-12-26,1130,"Hyper Island Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_1100,Pixel Island Obby,Racing,PC,0.688,2023-05-06,8728,Pixel Island Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_1101,Mega Castle Obby,Sports,PC,0.879,2026-03-26,219,"Mega Castle Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_1102,Ultra Castle Obby,Tycoon,Mobile,0.727,2022-07-12,618,Ultra Castle Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_1103,Epic Castle Obby,Obby,PC,0.805,2023-01-13,438,Epic Castle Obby is a platforming obstacle course testing precision and patience on Roblox.
game_1104,Super Castle Obby,Social,Xbox,0.623,2022-10-01,197,"Super Castle Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_1105,Mystic Castle Obby,Sandbox,Mobile,0.665,2021-10-23,707,Mystic Castle Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_1106,Neon Castle Obby,Puzzle,Mobile,0.898,2025-06-09,632,Neon Castle Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_1107,Cyber Castle Obby,Survival,PC,0.899,2020-11-23,2261,"Cyber Castle Obby is a survival challenge against disasters, hunters, or the elements on Roblox."
game_1108,Dark Castle Obby,Tower Defense,Mobile,0.637,2021-08-24,296,Dark Castle Obby is a tower-defense battleground to place units and repel waves on Roblox.
game_1109,Royal Castle Obby,Anime,Mobile,0.57,2023-07-24,3727,"Royal Castle Obby is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_1110,Cosmic Castle Obby,Mystery,PlayStation,0.859,2025-07-03,774,Cosmic Castle Obby is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_1111,Tiny Castle Obby,Comedy,Mobile,0.734,2021-03-16,1551,Tiny Castle Obby is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_1112,Giant Castle Obby,Military,PC,0.636,2023-01-08,1116,"Giant Castle Obby is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_1113,Savage Castle Obby,Scary,PC,0.929,2024-07-05,2053,Savage Castle Obby is a jump-scare driven horror romp through haunted locations on Roblox.
game_1114,Frozen Castle Obby,Simulation,Mobile,0.642,2020-12-08,1158,"Frozen Castle Obby is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_1115,Burning Castle Obby,Adventure,PlayStation,0.952,2021-09-02,3820,"Burning Castle Obby is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_1116,Golden Castle Obby,Horror,Mobile,0.614,2021-05-07,241,Golden Castle Obby is a tense horror escape where you survive what lurks in the dark on Roblox.
game_1117,Shadow Castle Obby,Strategy,PC,0.726,2021-08-26,2268,Shadow Castle Obby is a deep strategy title where planning and positioning win the day on Roblox.
game_1118,Turbo Castle Obby,FPS,Xbox,0.665,2021-11-28,23926,Turbo Castle Obby is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_1119,Hyper Castle Obby,RPG,PC,0.725,2023-11-20,55,"Hyper Castle Obby is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_1120,Pixel Castle Obby,Fighting,PC,0.75,2023-01-20,357,"Pixel Castle Obby is a combat arena focused on combos, timing, and character mastery on Roblox."
game_1121,Mega Dungeon Obby,Racing,Mobile,0.637,2026-02-13,667,Mega Dungeon Obby is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_1122,Ultra Dungeon Obby,Sports,PC,0.964,2026-01-23,282,"Ultra Dungeon Obby is a sports sim with team play, physics, and ranked seasons on Roblox."
game_1123,Epic Dungeon Obby,Tycoon,Mobile,0.937,2025-10-27,62,Epic Dungeon Obby is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_1124,Super Dungeon Obby,Obby,PC,0.721,2025-07-10,367,Super Dungeon Obby is a platforming obstacle course testing precision and patience on Roblox.
game_1125,Mystic Dungeon Obby,Social,Xbox,0.951,2020-12-03,3757,"Mystic Dungeon Obby is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_1126,Neon Dungeon Obby,Sandbox,Mobile,0.652,2025-07-10,5341,Neon Dungeon Obby is a physics sandbox for building and tinkering with anything on Roblox.
game_1127,Cyber Dungeon Obby,Puzzle,PC,0.897,2022-02-28,3847,Cyber Dungeon Obby is a brain-teasing puzzle game with escalating logic challenges on Roblox.
